"Lab","Diet","Sex","Batch","Population_count","Population_ids","Line_count","Line_ids","Replicate_count","Replicate_ids","Observation_count"
"Colinet","NS","F","3",4,"AK; MA; MU; YE",30,"AK13; AK14; AK15; AK16; AK17; AK18; AK20; AK21; MA27; MA28; MA30; MA31; MA32; MA33; MU13; MU14; MU15; MU16; MU17; MU18; MU19; MU20; YE33; YE40; YE41; YE48; YE49; YE51; YE69; YE80",1,"",719
"Colinet","NS","M","1",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",54,"AK1; AK2; AK3; AK4; AK5; AK6; GI1; GI2; GI3; GI4; GI5; GI6; KA1; KA2; KA3; KA5; KA6; KA7; MA12; MA13; MA3; MA5; MA6; MA7; MU1; MU2; MU3; MU4; MU5; MU6; RE2; RE3; RE4; RE5; RE6; RE7; UM2; UM4; UM5; UM7; UM8; UM9; VA1; VA11; VA15; VA18; VA6; VA9; YE11; YE13; YE14; YE15; YE19; YE20",1,"",1293
"Colinet","NS","M","2",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",81,"AK10; AK11; AK12; AK7; AK8; AK9; GI10; GI11; GI12; GI13; GI14; GI15; GI7; GI8; GI9; KA10; KA11; KA13; KA14; KA15; KA16; KA17; KA18; KA23; KA24; KA25; KA28; KA29; KA9; MA16; MA18; MA19; MA20; MA21; MA23; MU10; MU11; MU12; MU7; MU8; MU9; RE10; RE11; RE12; RE13; RE15; RE16; RE17; RE18; RE8; UM13; UM17; UM18; UM20; UM21; UM22; UM23; UM25; UM26; UM28; UM29; VA22; VA26; VA30; VA34; VA35; VA44; VA46; VA47; VA48; VA55; VA57; VA66; VA67; VA71; YE21; YE22; YE23; YE24; YE26; YE27",1,"",1937
"Colinet","NS","M","3",4,"AK; MA; MU; YE",30,"AK13; AK14; AK15; AK16; AK17; AK18; AK20; AK21; MA27; MA28; MA30; MA31; MA32; MA33; MU13; MU14; MU15; MU16; MU17; MU18; MU19; MU20; YE33; YE40; YE41; YE48; YE49; YE51; YE69; YE80",1,"",721
"Onder","NS","F","1",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",39,"AK1; AK2; AK3; AK4; AK5; GI1; GI2; GI3; GI4; GI5; KA1; KA2; KA3; KA5; KA6; MA3; MA5; MA6; MA7; MA9; MU1; MU2; MU3; MU4; MU5; RE1; RE2; RE4; RE5; UM2; UM5; VA1; VA11; VA15; VA6; VA9; YE13; YE15; YE19",1,"",936
"Onder","NS","F","2",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",45,"AK10; AK6; AK7; AK8; AK9; GI10; GI6; GI7; GI8; GI9; KA10; KA11; KA13; KA7; KA9; MA12; MA13; MA16; MA18; MA19; MU10; MU3; MU6; MU7; MU8; MU9; RE10; RE11; RE6; RE7; RE8; UM13; UM17; UM18; UM9; VA18; VA22; VA26; VA30; VA34; YE20; YE21; YE22; YE23; YE24",1,"",1078
"Onder","NS","F","3",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",43,"AK11; AK12; AK13; AK14; AK15; GI11; GI14; GI15; KA14; KA15; KA16; KA17; KA18; MA20; MA21; MA23; MA26; MA27; MU11; MU12; MU13; MU14; MU15; MU3; RE12; RE13; RE15; RE16; RE17; UM20; UM21; UM22; UM23; UM26; VA35; VA44; VA46; VA48; YE26; YE27; YE33; YE40; YE41",1,"",1032
"Onder","NS","F","4",6,"AK; MA; MU; UM; VA; YE",24,"AK16; AK17; AK18; AK20; AK21; MA28; MA30; MA31; MA32; MA33; MU16; MU17; MU18; MU19; MU3; UM28; VA55; VA66; VA67; VA71; YE49; YE51; YE69; YE80",1,"",576
"Onder","NS","F","5",7,"GI; KA; MU; RE; UM; VA; YE",20,"GI12; GI13; KA23; KA24; KA25; KA28; KA29; MU20; MU3; RE18; RE3; UM25; UM29; UM4; UM6; UM7; VA47; VA57; VA9; YE48",1,"",480
"Onder","NS","M","1",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",39,"AK1; AK2; AK3; AK4; AK5; GI1; GI2; GI3; GI4; GI5; KA1; KA2; KA3; KA5; KA6; MA3; MA5; MA6; MA7; MA9; MU1; MU2; MU3; MU4; MU5; RE1; RE2; RE4; RE5; UM2; UM5; VA1; VA11; VA15; VA6; VA9; YE13; YE15; YE19",1,"",935
"Onder","NS","M","2",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",45,"AK10; AK6; AK7; AK8; AK9; GI10; GI6; GI7; GI8; GI9; KA10; KA11; KA13; KA7; KA9; MA12; MA13; MA16; MA18; MA19; MU10; MU3; MU6; MU7; MU8; MU9; RE10; RE11; RE6; RE7; RE8; UM13; UM17; UM18; UM9; VA18; VA22; VA26; VA30; VA34; YE20; YE21; YE22; YE23; YE24",1,"",1079
"Onder","NS","M","3",9,"AK; GI; KA; MA; MU; RE; UM; VA; YE",43,"AK11; AK12; AK13; AK14; AK15; GI11; GI14; GI15; KA14; KA15; KA16; KA17; KA18; MA20; MA21; MA23; MA26; MA27; MU11; MU12; MU13; MU14; MU15; MU3; RE12; RE13; RE15; RE16; RE17; UM20; UM21; UM22; UM23; UM26; VA35; VA44; VA46; VA48; YE26; YE27; YE33; YE40; YE41",1,"",1032
"Onder","NS","M","4",6,"AK; MA; MU; UM; VA; YE",24,"AK16; AK17; AK18; AK20; AK21; MA28; MA30; MA31; MA32; MA33; MU16; MU17; MU18; MU19; MU3; UM28; VA55; VA66; VA67; VA71; YE49; YE51; YE69; YE80",1,"",575
"Onder","NS","M","5",7,"GI; KA; MU; RE; UM; VA; YE",20,"GI12; GI13; KA23; KA24; KA25; KA28; KA29; MU20; MU3; RE18; RE3; UM25; UM29; UM4; UM6; UM7; VA47; VA57; VA9; YE48",1,"",480
